DEF_HARPNUM,Minimum,Maximum
1168,2011-12-07 10:48:00,2011-12-20 20:36:00
6398,2016-02-29 21:48:00,2016-03-12 23:00:00
4962,2014-12-18 18:36:00,2014-12-28 01:36:00
4538,2014-09-04 17:48:00,2014-09-11 13:48:00
421,2011-03-11 01:12:00,2011-03-24 18:00:00
998,2011-10-21 11:36:00,2011-10-27 11:24:00
456,2011-03-27 07:48:00,2011-03-29 06:00:00
4915,2014-12-08 05:12:00,2014-12-14 11:24:00
6301,2016-01-23 22:24:00,2016-02-05 07:36:00
4435,2014-08-04 06:24:00,2014-08-11 04:12:00
6295,2016-01-20 04:48:00,2016-01-20 08:36:00
2133,2012-10-19 06:36:00,2012-10-21 10:48:00
976,2011-10-17 02:24:00,2011-10-31 07:36:00
901,2011-09-24 05:48:00,2011-09-24 10:00:00
2144,2012-10-23 02:24:00,2012-11-01 08:36:00
895,2011-09-23 01:48:00,2011-10-02 14:00:00
1018,2011-10-29 06:36:00,2011-10-30 07:12:00
5350,2015-03-19 00:36:00,2015-03-25 10:36:00
1115,2011-11-22 22:24:00,2011-11-23 14:36:00
5327,2015-03-11 16:36:00,2015-03-12 16:12:00
4108,2014-05-06 13:00:00,2014-05-15 20:00:00
185,2010-09-15 20:00:00,2010-09-29 00:36:00
2479,2013-02-11 10:36:00,2013-02-16 00:48:00
2503,2013-02-24 13:00:00,2013-02-25 00:00:00
6731,2016-08-30 09:48:00,2016-09-13 05:36:00
2497,2013-02-17 13:12:00,2013-02-20 23:48:00
6746,2016-09-07 12:48:00,2016-09-07 20:48:00
1991,2012-08-28 17:36:00,2012-08-29 18:12:00
3288,2013-10-15 00:48:00,2013-10-27 21:12:00
1872,2012-07-18 23:12:00,2012-07-21 15:48:00
3266,2013-10-08 07:12:00,2013-10-10 18:12:00
1552,2012-04-08 13:48:00,2012-04-10 10:36:00
1908,2012-07-31 05:36:00,2012-08-12 13:48:00
7054,2017-06-16 20:00:00,2017-06-17 03:48:00
5760,2015-07-07 21:00:00,2015-07-08 13:00:00
3385,2013-11-14 06:36:00,2013-11-24 23:00:00
5683,2015-06-13 12:12:00,2015-06-14 14:36:00
2954,2013-07-10 22:12:00,2013-07-22 00:48:00
166,2010-09-04 03:48:00,2010-09-05 12:48:00
2923,2013-07-02 00:00:00,2013-07-04 08:48:00
2403,2013-01-16 10:48:00,2013-01-16 14:00:00
4105,2014-05-05 12:36:00,2014-05-05 23:24:00
2597,2013-03-27 20:00:00,2013-04-11 05:36:00
6631,2016-06-16 20:48:00,2016-06-20 19:12:00
6646,2016-06-27 04:12:00,2016-06-27 19:48:00
2474,2013-02-10 11:36:00,2013-02-12 14:24:00
1528,2012-03-30 05:24:00,2012-04-09 17:24:00
3366,2013-11-09 14:12:00,2013-11-23 00:48:00
5617,2015-05-23 21:00:00,2015-05-25 17:24:00
7123,2017-09-02 10:48:00,2017-09-06 09:00:00
1425,2012-02-24 23:24:00,2012-03-07 04:48:00
5783,2015-07-13 16:24:00,2015-07-19 14:00:00
3311,2013-10-24 00:48:00,2013-11-05 21:48:00
4862,2014-11-22 15:48:00,2014-12-07 00:24:00
6298,2016-01-20 08:48:00,2016-01-24 00:12:00
4438,2014-08-05 01:24:00,2014-08-14 19:00:00
556,2011-04-28 07:48:00,2011-05-12 00:24:00
4981,2014-12-22 22:00:00,2014-12-31 01:36:00
2149,2012-10-24 11:00:00,2012-10-31 21:48:00
4815,2014-11-11 05:12:00,2014-11-12 09:24:00
876,2011-09-17 15:24:00,2011-09-19 19:00:00
37,2010-05-25 03:36:00,2010-05-31 15:00:00
40,2010-05-28 06:24:00,2010-06-03 12:36:00
2044,2012-09-18 09:48:00,2012-09-30 01:36:00
801,2011-08-17 12:00:00,2011-08-17 22:12:00
6276,2016-01-15 08:36:00,2016-01-16 05:36:00
995,2011-10-20 20:12:00,2011-10-21 05:00:00
1118,2011-11-25 10:36:00,2011-11-27 05:48:00
1062,2011-11-10 05:24:00,2011-11-19 02:36:00
3756,2014-02-14 22:36:00,2014-02-25 20:00:00
3721,2014-02-04 23:24:00,2014-02-19 08:36:00
1015,2011-10-27 08:00:00,2011-11-04 22:12:00
1181,2011-12-11 02:00:00,2011-12-12 08:48:00
892,2011-09-21 12:36:00,2011-10-05 21:36:00
2143,2012-10-22 23:24:00,2012-11-04 18:48:00
971,2011-10-15 13:36:00,2011-10-18 15:48:00
4868,2014-11-24 06:12:00,2014-12-02 21:00:00
4432,2014-08-03 12:00:00,2014-08-10 21:12:00
451,2011-03-26 10:36:00,2011-04-08 03:12:00
4548,2014-09-08 18:00:00,2014-09-17 21:48:00
4965,2014-12-19 04:12:00,2014-12-19 22:36:00
2039,2012-09-16 12:12:00,2012-09-22 04:36:00
5320,2015-03-10 18:36:00,2015-03-14 13:48:00
3626,2014-01-12 04:48:00,2014-01-12 21:00:00
1165,2011-12-05 17:36:00,2011-12-12 09:36:00
2573,2013-03-16 00:00:00,2013-03-21 20:24:00
4075,2014-04-27 02:36:00,2014-05-08 03:12:00
2929,2013-07-03 12:12:00,2013-07-12 07:12:00
4002,2014-04-11 14:12:00,2014-04-11 19:24:00
6736,2016-09-05 14:48:00,2016-09-06 13:00:00
4196,2014-06-01 21:36:00,2014-06-06 20:36:00
2504,2013-02-24 16:24:00,2013-03-06 11:24:00
4178,2014-05-28 05:00:00,2014-05-28 11:12:00
2824,2013-06-03 02:48:00,2013-06-05 20:36:00
2409,2013-01-19 11:36:00,2013-01-25 23:12:00
182,2010-09-12 00:12:00,2010-09-17 19:12:00
1522,2012-03-28 20:36:00,2012-03-29 11:24:00
1978,2012-08-26 09:12:00,2012-08-28 09:48:00
5710,2015-06-23 04:36:00,2015-07-03 00:48:00
7053,2017-06-15 04:24:00,2017-06-22 04:24:00
1555,2012-04-09 05:00:00,2012-04-10 20:24:00
7129,2017-09-07 01:48:00,2017-09-07 12:36:00
5789,2015-07-14 21:48:00,2015-07-28 00:24:00
1996,2012-08-29 23:00:00,2012-09-09 09:00:00
5054,2015-01-08 20:48:00,2015-01-20 04:36:00
1385,2012-02-07 03:24:00,2012-02-14 20:36:00
3991,2014-04-08 15:36:00,2014-04-10 08:12:00
5159,2015-02-04 07:12:00,2015-02-08 06:36:00
3805,2014-02-25 09:48:00,2014-02-28 14:12:00
4731,2014-10-22 13:24:00,2014-10-24 07:00:00
6191,2015-12-14 23:12:00,2015-12-18 22:00:00
2240,2012-11-24 04:24:00,2012-12-06 07:48:00
6072,2015-11-02 21:36:00,2015-11-05 01:24:00
725,2011-07-13 07:24:00,2011-07-25 19:48:00
752,2011-07-27 09:48:00,2011-08-04 05:12:00
7327,2018-12-14 10:48:00,2018-12-21 18:12:00
5413,2015-04-01 23:24:00,2015-04-12 08:36:00
5849,2015-08-03 05:48:00,2015-08-05 13:36:00
3115,2013-08-21 06:00:00,2013-08-25 15:48:00
1621,2012-04-27 10:48:00,2012-05-10 20:00:00
5944,2015-09-05 22:00:00,2015-09-17 06:00:00
3018,2013-07-28 00:48:00,2013-08-08 05:00:00
2607,2013-03-30 00:12:00,2013-04-05 20:48:00
4295,2014-06-28 00:48:00,2014-07-08 07:12:00
2793,2013-05-26 12:36:00,2013-05-27 05:48:00
218,2010-10-13 02:24:00,2010-10-26 12:48:00
4376,2014-07-18 15:24:00,2014-07-21 11:24:00
6442,2016-03-17 13:00:00,2016-03-19 19:00:00
2670,2013-04-18 12:48:00,2013-04-20 08:24:00
315,2010-12-22 10:36:00,2010-12-28 20:00:00
6538,2016-05-04 19:48:00,2016-05-07 00:00:00
6962,2017-02-27 13:00:00,2017-02-28 17:12:00
4398,2014-07-27 05:36:00,2014-08-08 14:00:00
281,2010-12-02 21:48:00,2010-12-12 15:00:00
6915,2017-01-15 06:24:00,2017-01-23 08:36:00
362,2011-02-03 04:48:00,2011-02-10 14:48:00
6881,2016-12-11 14:00:00,2016-12-15 02:12:00
5419,2015-04-02 13:12:00,2015-04-03 07:36:00
5843,2015-08-01 19:36:00,2015-08-07 22:36:00
3168,2013-09-09 00:36:00,2013-09-16 14:00:00
5834,2015-07-30 17:48:00,2015-07-31 23:36:00
3012,2013-07-26 03:00:00,2013-08-07 11:12:00
5480,2015-04-18 16:24:00,2015-04-22 04:36:00
7220,2017-12-29 13:36:00,2018-01-04 21:12:00
3186,2013-09-15 10:24:00,2013-09-17 10:00:00
5514,2015-04-26 10:12:00,2015-04-26 17:48:00
1751,2012-06-08 21:24:00,2012-06-17 13:12:00
3065,2013-08-11 20:48:00,2013-08-19 09:48:00
5939,2015-09-03 01:00:00,2015-09-08 21:36:00
6986,2017-04-17 19:24:00,2017-04-30 22:12:00
6865,2016-11-25 20:36:00,2016-11-28 07:00:00
2799,2013-05-27 19:36:00,2013-05-30 07:36:00
2777,2013-05-23 21:00:00,2013-05-24 03:12:00
4271,2014-06-21 04:48:00,2014-06-21 21:48:00
368,2011-02-08 06:00:00,2011-02-09 13:12:00
6545,2016-05-07 18:36:00,2016-05-17 12:36:00
6532,2016-05-01 17:00:00,2016-05-12 20:36:00
6968,2017-03-21 06:00:00,2017-03-27 09:24:00
2700,2013-04-28 02:12:00,2013-04-28 13:48:00
4392,2014-07-26 00:48:00,2014-08-01 22:00:00
3558,2013-12-29 20:00:00,2014-01-04 08:24:00
3896,2014-03-21 21:00:00,2014-03-31 06:00:00
3878,2014-03-18 08:36:00,2014-03-24 23:48:00
5124,2015-01-26 10:12:00,2015-02-02 23:12:00
1282,2012-01-03 01:24:00,2012-01-05 14:36:00
3422,2013-11-22 16:36:00,2013-11-23 00:00:00
3455,2013-12-01 08:12:00,2013-12-01 12:12:00
5153,2015-02-03 05:36:00,2015-02-03 15:48:00
6078,2015-11-06 01:00:00,2015-11-17 23:48:00
622,2011-05-22 13:12:00,2011-06-01 20:00:00
6175,2015-12-10 17:00:00,2015-12-17 14:00:00
758,2011-08-02 06:36:00,2011-08-04 02:36:00
6096,2015-11-11 20:12:00,2015-11-13 02:24:00
6102,2015-11-13 12:12:00,2015-11-18 00:48:00
5318,2015-03-10 11:12:00,2015-03-13 18:48:00
5215,2015-02-14 08:48:00,2015-02-17 06:00:00
3687,2014-01-27 06:12:00,2014-02-01 12:00:00
1027,2011-11-01 01:24:00,2011-11-07 13:36:00
3764,2014-02-16 08:24:00,2014-02-24 08:24:00
564,2011-04-30 21:00:00,2011-05-06 13:48:00
6349,2016-02-10 15:24:00,2016-02-12 00:12:00
2098,2012-10-01 15:24:00,2012-10-14 05:00:00
513,2011-04-18 01:48:00,2011-04-18 13:00:00
4850,2014-11-19 05:48:00,2014-11-19 23:36:00
6244,2016-01-06 19:36:00,2016-01-07 04:24:00
4570,2014-09-15 10:00:00,2014-09-20 22:00:00
833,2011-08-29 23:12:00,2011-09-12 09:24:00
72,2010-06-26 05:24:00,2010-06-30 19:48:00
2001,2012-09-01 07:36:00,2012-09-08 01:00:00
4507,2014-08-28 11:12:00,2014-08-30 16:36:00
5728,2015-06-30 03:24:00,2015-07-01 09:24:00
1940,2012-08-15 05:48:00,2012-08-15 12:24:00
7188,2017-11-11 16:24:00,2017-11-14 01:00:00
3259,2013-10-06 09:48:00,2013-10-16 07:12:00
7085,2017-07-14 08:24:00,2017-07-20 18:24:00
3323,2013-10-27 15:48:00,2013-11-04 16:12:00
1417,2012-02-19 03:48:00,2012-02-20 09:24:00
5625,2015-05-27 16:36:00,2015-06-04 21:36:00
5652,2015-06-05 02:24:00,2015-06-09 12:24:00
7166,2017-10-20 10:00:00,2017-10-28 01:36:00
1460,2012-03-07 00:48:00,2012-03-11 10:36:00
3354,2013-11-06 01:00:00,2013-11-06 09:24:00
2911,2013-06-27 20:00:00,2013-06-28 00:24:00
6779,2016-09-26 14:12:00,2016-10-03 19:36:00
154,2010-09-01 07:36:00,2010-09-04 05:12:00
2885,2013-06-21 16:00:00,2013-06-24 11:00:00
2966,2013-07-13 14:36:00,2013-07-26 01:48:00
2446,2013-02-02 05:24:00,2013-02-07 20:12:00
6674,2016-07-12 16:48:00,2016-07-14 15:36:00
6603,2016-06-03 08:36:00,2016-06-12 07:00:00
2431,2013-01-27 13:48:00,2013-01-30 13:00:00
3253,2013-10-03 17:24:00,2013-10-07 23:12:00
7061,2017-06-23 07:36:00,2017-06-23 13:36:00
7016,2017-05-18 10:48:00,2017-05-26 18:00:00
1484,2012-03-19 00:48:00,2012-03-26 19:12:00
7182,2017-11-05 23:48:00,2017-11-08 04:00:00
1510,2012-03-25 22:36:00,2012-03-30 10:48:00
1830,2012-07-02 23:12:00,2012-07-04 03:00:00
5658,2015-06-06 03:36:00,2015-06-16 21:48:00
6690,2016-07-31 03:36:00,2016-08-04 16:36:00
129,2010-08-09 23:00:00,2010-08-14 07:12:00
4047,2014-04-19 21:00:00,2014-04-27 04:00:00
2541,2013-03-07 01:36:00,2013-03-19 09:24:00
6609,2016-06-07 05:48:00,2016-06-07 17:48:00
2861,2013-06-14 13:12:00,2013-06-26 06:48:00
2982,2013-07-17 13:12:00,2013-07-25 03:00:00
2816,2013-05-30 09:00:00,2013-05-30 22:48:00
5286,2015-03-04 14:24:00,2015-03-05 04:24:00
1120,2011-11-27 06:00:00,2011-12-09 15:48:00
5312,2015-03-08 17:36:00,2015-03-15 01:48:00
5268,2015-03-01 03:36:00,2015-03-07 14:36:00
3719,2014-02-04 12:12:00,2014-02-17 09:24:00
96,2010-07-21 07:00:00,2010-07-21 20:12:00
6334,2016-02-05 14:48:00,2016-02-06 10:12:00
2106,2012-10-05 08:12:00,2012-10-12 03:36:00
2171,2012-11-01 20:24:00,2012-11-10 06:48:00
4477,2014-08-21 04:00:00,2014-09-03 01:24:00
580,2011-05-05 09:00:00,2011-05-16 07:48:00
414,2011-03-07 17:00:00,2011-03-11 00:36:00
4920,2014-12-09 05:12:00,2014-12-24 13:24:00
78,2010-06-30 23:48:00,2010-07-09 15:48:00
2642,2013-04-05 16:12:00,2013-04-13 00:00:00
6470,2016-04-01 06:48:00,2016-04-06 13:12:00
4344,2014-07-06 04:36:00,2014-07-18 16:24:00
6407,2016-03-03 22:12:00,2016-03-05 10:00:00
2635,2013-04-05 14:24:00,2013-04-18 20:00:00
6593,2016-05-30 09:00:00,2016-06-06 09:00:00
350,2011-01-21 23:00:00,2011-01-22 08:48:00
4249,2014-06-14 03:36:00,2014-06-15 17:24:00
6927,2017-01-23 11:24:00,2017-01-28 12:36:00
2738,2013-05-10 03:36:00,2013-05-13 23:12:00
6950,2017-02-14 22:12:00,2017-02-24 22:12:00
327,2010-12-31 09:00:00,2011-01-09 19:48:00
1613,2012-04-24 00:36:00,2012-05-05 14:36:00
3127,2013-08-25 22:00:00,2013-08-25 22:24:00
7281,2018-06-26 11:48:00,2018-06-27 01:00:00
1787,2012-06-20 22:12:00,2012-06-28 19:48:00
5456,2015-04-13 15:48:00,2015-04-26 15:48:00
5976,2015-09-20 12:24:00,2015-10-01 04:48:00
4774,2014-11-02 09:24:00,2014-11-02 12:48:00
2272,2012-12-06 21:36:00,2012-12-14 23:36:00
2205,2012-11-13 08:00:00,2012-11-15 23:12:00
4703,2014-10-16 20:12:00,2014-10-19 02:24:00
4679,2014-10-12 12:24:00,2014-10-20 21:00:00
717,2011-07-11 11:24:00,2011-07-12 16:48:00
683,2011-06-26 06:00:00,2011-07-04 08:36:00
2308,2012-12-15 07:12:00,2012-12-18 00:24:00
3483,2013-12-08 20:36:00,2013-12-22 10:36:00
5011,2014-12-29 07:36:00,2015-01-11 09:12:00
1223,2011-12-19 01:12:00,2011-12-19 05:00:00
5185,2015-02-07 11:24:00,2015-02-09 10:24:00
3560,2013-12-30 10:24:00,2014-01-10 00:24:00
3840,2014-03-08 05:24:00,2014-03-08 06:12:00
3837,2014-03-07 09:12:00,2014-03-07 17:00:00
1359,2012-01-27 10:48:00,2012-02-02 03:12:00
784,2011-08-11 19:24:00,2011-08-12 08:36:00
610,2011-05-17 15:48:00,2011-05-27 20:12:00
667,2011-06-13 12:48:00,2011-06-26 20:24:00
6130,2015-11-20 03:24:00,2015-11-23 18:36:00
2302,2012-12-13 08:24:00,2012-12-20 14:36:00
689,2011-06-29 04:12:00,2011-07-06 01:48:00
4790,2014-11-06 00:00:00,2014-11-06 14:36:00
2375,2013-01-08 03:12:00,2013-01-08 23:00:00
4673,2014-10-10 00:12:00,2014-10-20 02:12:00
6147,2015-11-28 07:36:00,2015-11-28 22:12:00
3930,2014-03-27 21:00:00,2014-03-28 15:36:00
5161,2015-02-04 16:12:00,2015-02-11 13:48:00
1353,2012-01-26 12:36:00,2012-02-04 23:00:00
5082,2015-01-14 23:12:00,2015-01-16 03:36:00
3584,2014-01-04 22:24:00,2014-01-08 22:36:00
5116,2015-01-25 10:36:00,2015-01-25 22:48:00
220,2010-10-14 08:24:00,2010-10-27 16:00:00
4339,2014-07-05 08:12:00,2014-07-06 03:00:00
6599,2016-06-01 13:24:00,2016-06-12 23:12:00
6857,2016-11-18 12:24:00,2016-11-25 12:12:00
6820,2016-10-25 21:24:00,2016-11-01 20:12:00
257,2010-11-12 22:24:00,2010-11-23 12:48:00
2732,2013-05-06 14:12:00,2013-05-11 11:00:00
6494,2016-04-13 19:24:00,2016-04-16 08:36:00
6500,2016-04-15 07:36:00,2016-04-28 05:36:00
4243,2014-06-12 13:48:00,2014-06-14 01:48:00
5992,2015-09-27 12:24:00,2015-09-28 02:00:00
5806,2015-07-23 08:48:00,2015-07-24 05:24:00
1619,2012-04-26 22:36:00,2012-05-02 17:24:00
3057,2013-08-09 11:24:00,2013-08-15 13:48:00
7265,2018-05-27 16:00:00,2018-05-28 14:24:00
1680,2012-05-17 17:12:00,2012-05-23 13:24:00
5526,2015-04-30 04:36:00,2015-05-13 02:12:00
7212,2017-12-19 09:12:00,2017-12-23 19:48:00
3020,2013-07-28 17:24:00,2013-07-28 18:24:00
2837,2013-06-06 08:48:00,2013-06-11 21:24:00
4088,2014-05-01 21:12:00,2014-05-12 15:36:00
191,2010-09-22 17:12:00,2010-09-24 08:48:00
2560,2013-03-10 09:36:00,2013-03-21 12:00:00
6752,2016-09-08 18:24:00,2016-09-15 01:24:00
4066,2014-04-24 18:24:00,2014-05-04 05:12:00
4011,2014-04-13 06:24:00,2014-04-22 19:48:00
4185,2014-05-29 10:24:00,2014-05-31 11:00:00
1866,2012-07-15 08:36:00,2012-07-27 01:36:00
1811,2012-06-26 15:00:00,2012-07-05 18:48:00
3205,2013-09-19 11:36:00,2013-09-29 10:00:00
5703,2015-06-19 06:00:00,2015-06-23 22:12:00
7037,2017-06-03 22:12:00,2017-06-12 14:24:00
3391,2013-11-15 13:36:00,2013-11-20 17:12:00
7040,2017-06-05 06:00:00,2017-06-11 05:00:00
5774,2015-07-12 00:48:00,2015-07-13 08:36:00
3272,2013-10-11 04:36:00,2013-10-12 08:48:00
1546,2012-04-07 07:12:00,2012-04-14 07:36:00
59,2010-06-15 05:12:00,2010-06-21 01:48:00
4901,2014-12-05 04:12:00,2014-12-11 00:00:00
1,2010-05-01 00:00:00,2010-05-11 16:12:00
4895,2014-12-03 13:12:00,2014-12-08 18:24:00
4456,2014-08-14 00:12:00,2014-08-14 20:48:00
6362,2016-02-15 23:36:00,2016-02-23 22:00:00
4998,2014-12-25 09:24:00,2014-12-31 05:48:00
881,2011-09-18 12:48:00,2011-09-25 09:24:00
915,2011-09-30 10:24:00,2011-10-03 18:36:00
6281,2016-01-16 18:00:00,2016-01-29 23:36:00
2127,2012-10-17 05:36:00,2012-10-19 11:00:00
6315,2016-01-31 20:36:00,2016-02-08 02:00:00
4421,2014-08-01 00:12:00,2014-08-04 14:48:00
538,2011-04-25 13:24:00,2011-05-05 21:24:00
5249,2015-02-23 05:12:00,2015-03-08 05:24:00
3635,2014-01-15 00:48:00,2014-01-25 00:00:00
1101,2011-11-18 11:00:00,2011-11-20 09:00:00
1176,2011-12-09 04:48:00,2011-12-16 01:12:00
5344,2015-03-18 07:48:00,2015-03-19 07:12:00
865,2011-09-13 09:00:00,2011-09-13 20:24:00
24,2010-05-19 02:48:00,2010-05-26 14:36:00
53,2010-06-10 03:12:00,2010-06-10 11:36:00
812,2011-08-23 05:36:00,2011-09-04 23:00:00
4551,2014-09-10 04:36:00,2014-09-19 01:24:00
6265,2016-01-11 16:12:00,2016-01-12 09:12:00
986,2011-10-19 16:12:00,2011-10-22 08:00:00
4871,2014-11-25 01:36:00,2014-11-27 06:48:00
968,2011-10-14 06:36:00,2011-10-18 12:12:00
532,2011-04-24 17:36:00,2011-05-06 13:36:00
6368,2016-02-18 11:48:00,2016-02-19 00:00:00
545,2011-04-25 23:24:00,2011-05-03 06:48:00
1071,2011-11-12 07:12:00,2011-11-15 07:36:00
1006,2011-10-24 13:00:00,2011-10-30 23:24:00
3648,2014-01-17 11:12:00,2014-01-28 02:36:00
5339,2015-03-15 19:00:00,2015-03-16 13:00:00
4082,2014-04-28 03:48:00,2014-05-05 19:24:00
4116,2014-05-08 11:48:00,2014-05-17 08:00:00
6622,2016-06-13 18:24:00,2016-06-21 14:48:00
6655,2016-07-03 10:00:00,2016-07-05 22:12:00
4161,2014-05-22 13:00:00,2014-05-24 10:36:00
2467,2013-02-07 19:36:00,2013-02-10 12:36:00
2489,2013-02-14 01:12:00,2013-02-26 14:24:00
175,2010-09-10 10:48:00,2010-09-23 13:36:00
6758,2016-09-12 16:36:00,2016-09-12 20:00:00
2930,2013-07-03 17:24:00,2013-07-06 16:00:00
1441,2012-02-28 10:00:00,2012-03-07 06:48:00
7147,2017-09-23 23:24:00,2017-10-06 23:00:00
5673,2015-06-10 20:36:00,2015-06-23 20:12:00
5604,2015-05-21 03:48:00,2015-05-23 17:12:00
7130,2017-09-09 08:36:00,2017-09-11 13:12:00
5790,2015-07-15 00:24:00,2015-07-17 17:48:00
1436,2012-02-26 08:36:00,2012-02-28 19:48:00
3302,2013-10-21 02:24:00,2013-10-24 23:00:00
5709,2015-06-22 23:36:00,2015-06-24 12:12:00
1291,2012-01-05 13:00:00,2012-01-08 03:36:00
1305,2012-01-10 10:12:00,2012-01-14 04:00:00
3446,2013-11-30 00:36:00,2013-12-06 13:00:00
1372,2012-01-31 09:48:00,2012-02-09 02:48:00
5140,2015-01-31 19:12:00,2015-02-10 09:24:00
2323,2012-12-24 06:36:00,2012-12-28 18:36:00
2259,2012-12-03 00:24:00,2012-12-07 10:00:00
631,2011-05-25 02:36:00,2011-05-26 12:24:00
3001,2013-07-23 00:48:00,2013-07-26 19:36:00
1735,2012-06-02 08:24:00,2012-06-08 13:48:00
5493,2015-04-21 16:24:00,2015-04-22 11:00:00
3195,2013-09-17 07:48:00,2013-09-23 02:00:00
7244,2018-03-15 15:00:00,2018-03-15 21:12:00
1742,2012-06-07 00:12:00,2012-06-08 09:00:00
3098,2013-08-17 20:00:00,2013-08-30 00:24:00
5850,2015-08-03 20:12:00,2015-08-07 20:48:00
1638,2012-05-04 13:00:00,2012-05-17 22:36:00
6556,2016-05-13 13:48:00,2016-05-22 18:48:00
6898,2016-12-27 17:24:00,2017-01-04 15:36:00
2687,2013-04-23 02:48:00,2013-04-27 10:24:00
2713,2013-05-02 09:24:00,2013-05-02 21:36:00
4381,2014-07-21 21:00:00,2014-07-29 10:24:00
2669,2013-04-18 12:12:00,2013-04-21 16:12:00
201,2010-09-29 15:12:00,2010-10-01 17:48:00
4318,2014-07-01 14:00:00,2014-07-01 21:00:00
5957,2015-09-10 22:36:00,2015-09-12 20:36:00
5499,2015-04-22 06:24:00,2015-04-25 22:36:00
3171,2013-09-10 08:12:00,2013-09-15 00:48:00
7334,2019-01-21 07:24:00,2019-01-30 21:24:00
1632,2012-05-01 17:12:00,2012-05-12 23:00:00
306,2010-12-16 15:48:00,2010-12-17 22:00:00
6971,2017-03-24 11:00:00,2017-03-25 19:00:00
292,2010-12-06 17:00:00,2010-12-11 19:12:00
2719,2013-05-03 10:00:00,2013-05-03 20:36:00
6906,2017-01-04 17:24:00,2017-01-05 04:24:00
371,2011-02-10 04:36:00,2011-02-17 23:36:00
4268,2014-06-19 18:36:00,2014-06-26 20:12:00
6892,2016-12-19 18:24:00,2016-12-24 01:12:00
4286,2014-06-25 13:36:00,2014-06-25 21:24:00
2780,2013-05-24 18:48:00,2013-05-25 08:24:00
4312,2014-06-30 10:00:00,2014-07-03 01:24:00
4365,2014-07-14 00:00:00,2014-07-18 12:00:00
6451,2016-03-22 16:48:00,2016-03-29 15:36:00
2663,2013-04-13 04:12:00,2013-04-24 03:36:00
3982,2014-04-06 21:36:00,2014-04-15 12:00:00
3541,2013-12-24 07:48:00,2014-01-01 14:24:00
1275,2012-01-01 19:24:00,2012-01-12 16:24:00
3536,2013-12-23 17:12:00,2013-12-24 01:24:00
1396,2012-02-12 00:24:00,2012-02-22 23:12:00
2329,2012-12-26 09:00:00,2013-01-06 04:24:00
741,2011-07-18 23:24:00,2011-07-19 17:00:00
6016,2015-10-13 00:12:00,2015-10-21 09:48:00
2224,2012-11-18 03:48:00,2012-11-27 20:24:00
6061,2015-10-27 13:12:00,2015-10-27 20:12:00
5376,2015-03-23 11:36:00,2015-03-24 13:00:00
3670,2014-01-21 05:24:00,2014-01-21 14:00:00
1144,2011-12-02 21:24:00,2011-12-03 01:36:00
1133,2011-12-01 04:12:00,2011-12-09 17:36:00
5295,2015-03-05 09:36:00,2015-03-06 10:48:00
3793,2014-02-23 14:00:00,2014-03-09 16:36:00
407,2011-03-05 07:24:00,2011-03-17 16:48:00
470,2011-03-31 05:36:00,2011-03-31 17:48:00
85,2010-07-05 12:36:00,2010-07-09 05:36:00
4413,2014-07-29 23:00:00,2014-08-01 12:48:00
2081,2012-09-28 07:48:00,2012-09-28 20:24:00
6327,2016-02-04 04:24:00,2016-02-17 23:48:00
2115,2012-10-12 05:12:00,2012-10-20 21:12:00
950,2011-10-10 20:48:00,2011-10-21 23:48:00
4849,2014-11-18 17:36:00,2014-11-21 18:24:00
927,2011-10-03 18:00:00,2011-10-17 19:24:00
2162,2012-10-27 21:36:00,2012-11-01 21:48:00
6350,2016-02-11 14:36:00,2016-02-17 09:12:00
1479,2012-03-16 05:24:00,2012-03-18 04:24:00
1854,2012-07-08 13:36:00,2012-07-08 16:00:00
1574,2012-04-14 07:00:00,2012-04-27 21:36:00
3240,2013-09-27 17:24:00,2013-10-06 02:12:00
7072,2017-07-03 13:48:00,2017-07-03 18:12:00
1497,2012-03-22 17:00:00,2012-03-27 20:00:00
5731,2015-06-30 17:00:00,2015-07-02 02:00:00
1959,2012-08-22 05:12:00,2012-09-04 08:48:00
2428,2013-01-27 03:12:00,2013-01-29 19:12:00
2805,2013-05-28 16:12:00,2013-06-01 19:24:00
4159,2014-05-20 11:36:00,2014-05-21 09:12:00
2525,2013-03-03 21:12:00,2013-03-13 09:12:00
6683,2016-07-16 15:36:00,2016-07-25 23:12:00
4023,2014-04-15 15:24:00,2014-04-18 18:00:00
3330,2013-10-29 18:48:00,2013-11-10 23:48:00
7096,2017-07-23 14:12:00,2017-08-03 14:00:00
1404,2012-02-14 08:48:00,2012-02-21 19:24:00
1590,2012-04-17 23:00:00,2012-04-18 13:00:00
3347,2013-11-03 09:36:00,2013-11-14 02:24:00
1953,2012-08-21 02:00:00,2012-08-30 02:12:00
1924,2012-08-04 18:24:00,2012-08-09 11:36:00
7078,2017-07-09 04:00:00,2017-07-14 21:00:00
4153,2014-05-18 19:12:00,2014-05-20 23:00:00
6667,2016-07-08 08:00:00,2016-07-10 04:24:00
6610,2016-06-09 01:36:00,2016-06-10 20:00:00
4124,2014-05-10 17:36:00,2014-05-14 03:24:00
2878,2013-06-19 16:12:00,2013-07-02 19:24:00
6784,2016-09-29 12:48:00,2016-10-03 11:48:00
2902,2013-06-26 00:24:00,2013-06-27 17:24:00
147,2010-08-24 22:12:00,2010-09-04 16:12:00
